id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,price_clean,est_bookings_mo,occupancy_rate,projected_revenue
1379822376738417803,1 BDR Suite w/ Balcony at The Gilmore Hotel,338667310,AvantStay Nashville,,District 17,36.1244423,-86.7893091,Entire home/apt,249.0,1,1,2025-07-30,0.53,229,332,1,620331379,249.0,1.06,0.10600000000000001,791.82
1379874015548653669,New Listing! South End Serenity!,395786446,Benji,,District 17,36.13957,-86.78256,Entire home/apt,83.0,1,35,2025-08-24,5.8,3,41,35,,83.0,11.6,0.7,1743.0
1379906973816148442,West Nashville Stay | 10 Mins to Broadway,397422923,Aiyonna,,District 20,36.1578602,-86.84843409999999,Entire home/apt,112.0,1,30,2025-09-20,4.89,1,181,30,T2025-020605,112.0,9.78,0.7,2352.0
1380433430476750024,Forest Escape,77283589,Dale,,District 3,36.27756945758136,-86.78536127871016,Entire home/apt,120.0,30,2,2025-06-21,0.46,1,231,2,,120.0,0.92,0.09200000000000001,331.20000000000005
1380441000256651669,Rooftop Hot Tub Plus Sauna Near Downtown Nashville,2442207,Stephen,,District 17,36.1246287,-86.7631176,Entire home/apt,277.0,1,23,2025-09-14,3.83,46,311,23,,277.0,7.66,0.7,5817.0
1380447012999352307,Cozy Condo by Music Row Walk to Restaurants & Bars,416033925,Amy,,District 19,36.1481946,-86.7950743,Entire home/apt,111.0,1,28,2025-09-17,4.83,90,268,28,,111.0,9.66,0.7,2331.0
1380448403235278352,A11 ~ 12 Beds on 12 South in Gulch ~ New Remodel,260899725,Kevin,,District 17,36.1450773,-86.785214,Entire home/apt,482.0,3,1,2025-07-21,0.45,58,333,1,,482.0,0.9,0.09000000000000001,1301.4
1380467092941501362,Minutes To Broadway With Rooftop Hot Tub And Games,2442207,Stephen,,District 2,36.1956386,-86.7807464,Entire home/apt,244.0,1,21,2025-09-01,3.56,46,325,21,,244.0,7.12,0.7,5124.0
1380631009724854224,"5min to Downtown, City Views w/ Deck & Pool Table!",415535365,Jake,,District 2,36.197558756780296,-86.78132201540289,Entire home/apt,197.0,1,6,2025-08-25,1.38,14,332,6,,197.0,2.76,0.27599999999999997,1631.1599999999999
1380695458930661213,"Swanky Nash Retreat - 14 Beds, Hot Tub & Game Room",115505661,Christopher Joseph,,District 2,36.193324,-86.7789291,Entire home/apt,181.0,2,24,2025-09-19,4.19,116,330,24,,181.0,8.38,0.7,3800.9999999999995
1380716483375536549,Lux 4 BR/4 BA Nash Home w/Private Hot Tub-9 Beds!,115505661,Christopher Joseph,,District 2,36.19509,-86.77985,Entire home/apt,165.0,2,25,2025-09-22,4.05,116,356,25,,165.0,8.1,0.7,3465.0
1380834057781433276,Private Barbie Dream Suite | 10 mins from Broadway,683585296,Carissa,,District 21,36.17942061439194,-86.80855378016177,Entire home/apt,332.0,2,0,,0.0,3,357,0,,332.0,0.0,0.0,0.0
1380864954228215794,Barbie Dream Escape | Main House,683585296,Carissa,,District 21,36.17767074403785,-86.8092158617371,Entire home/apt,436.0,2,0,,0.0,3,357,0,,436.0,0.0,0.0,0.0
1381271863499930187,Deluxe Queen | The Gilmore Hotel by AvantStay,338667310,AvantStay Nashville,,District 17,36.1244934,-86.78909949999999,Entire home/apt,175.0,1,7,2025-09-07,1.62,229,302,7,620331379,175.0,3.24,0.324,1701.0
1381272094242021687,2 BDR Suite | 12 South | The Gilmore Hotel,338667310,AvantStay Nashville,,District 17,36.12448,-86.78931,Entire home/apt,330.0,1,1,2025-08-26,1.0,229,308,1,620331379,330.0,2.0,0.2,1980.0
1381326164729369338,The Nashville Nordic - Modern Vibes + Cozy Balcony,85360355,StayLocal,,District 5,36.20177137128817,-86.75681895484925,Entire home/apt,99.0,1,19,2025-09-20,3.17,125,343,19,,99.0,6.34,0.634,1882.98
1381432873294691209,Nestled in the heart of W. Nash,685439103,Jenna,,District 22,36.1259034,-86.9077897,Entire home/apt,90.0,30,1,2025-07-31,0.55,1,347,1,,90.0,1.1,0.11000000000000001,297.00000000000006
1381946071170461355,Luxe 2BR w/ City Views Near Broadway & Music Row,180985588,Leah,,District 21,36.15042,-86.82247,Entire home/apt,116.0,1,17,2025-09-01,2.95,13,249,17,,116.0,5.9,0.5900000000000001,2053.2000000000003
1382087608726755118,Private 1899 Cottage-Walkable-1Gbps WiFi,252920231,Stephen,,District 5,36.18521886613731,-86.75250993648832,Entire home/apt,74.0,1,18,2025-09-21,4.74,1,172,18,2025044210,74.0,9.48,0.7,1554.0
1382603107845876756,*Minutes From Downtown* - City View Nest!,4142323,Portia,,District 21,36.15794965730164,-86.81769954398915,Entire home/apt,134.0,1,17,2025-09-22,2.85,1,224,17,,134.0,5.7,0.5700000000000001,2291.4
1383050231656001553,Dugout Downtown Nashville,333035767,Kimberly Catlin,,District 17,36.14185,-86.76348,Entire home/apt,224.0,3,8,2025-07-22,1.34,14,290,8,,224.0,2.68,0.268,1800.96
1383062385289679656,CozySuites Music Row Chic 1BR w/free parking! 47,403137298,CozySuites Nashville,,District 19,36.1456251,-86.7951583,Entire home/apt,97.0,2,4,2025-07-16,0.73,61,362,4,,97.0,1.46,0.146,424.85999999999996
1383337800520243121,Large Home | Walk to 12 South W/Heated Pool!,685884069,David,,District 17,36.12276676881945,-86.78852258579505,Entire home/apt,384.0,2,10,2025-08-25,2.88,1,314,10,,384.0,5.76,0.5760000000000001,6635.52
1384208909965814534,Treble Maker-Rooftop Lounge-Pool&Gym-In Music Row!,20772148,GoodNight,,District 19,36.14589615695457,-86.79352613886921,Entire home/apt,154.0,1,11,2025-08-30,2.0,134,336,11,,154.0,4.0,0.4,1848.0
1384301407277302789,7 min *walk* to broadway•POOL•gym•sleeps 6,686169729,Charles,,District 19,36.1548886,-86.77541389999999,Entire home/apt,198.0,1,19,2025-09-23,3.54,1,335,19,,198.0,7.08,0.7,4158.0
1384654406010928367,The Fleetwood|Vintage Vibes & Luxury|Music Row,432149499,Melissa,,District 19,36.14479589756629,-86.79292779374524,Entire home/apt,428.0,2,6,2025-08-31,1.19,33,311,6,,428.0,2.38,0.238,3055.92
1384731720394465809,"The Gibson Stage Combo Downtown, Pool/Gym/Parking",425884247,Nautical Properties,,District 19,36.15101625905736,-86.77883983129539,Entire home/apt,327.0,1,1,2025-04-13,0.18,42,334,1,,327.0,0.36,0.036000000000000004,353.16
1384756287437896304,Brentwood P11 I Cozy & Comfy I 1Bd I Free Parking,358619880,Properties By Preston,,District 27,36.06861864606219,-86.72830669814333,Entire home/apt,56.0,31,1,2025-05-04,0.21,26,268,1,,56.0,0.42,0.042,70.56
1384756847927391073,Brentwood U9 I Cozy & Comfy I 2Bd I Free Parking,358619880,Properties By Preston,,District 27,36.069161120707534,-86.72949382681851,Entire home/apt,77.0,31,0,,0.0,26,266,0,,77.0,0.0,0.0,0.0
1384826664727474367,Layla's Downtown Nash Retreat | Walk to Broadway,425884247,Nautical Properties,,District 19,36.1514884,-86.7781647,Entire home/apt,278.0,1,7,2025-08-31,1.45,42,332,7,,278.0,2.9,0.29,2418.6
1384987546018671731,Lux East Nash Retreat/11 Beds,104850762,DC Capital,,District 5,36.201718412002265,-86.75507145269036,Entire home/apt,351.0,2,12,2025-09-01,2.18,19,327,12,,351.0,4.36,0.43600000000000005,4591.080000000001
1385045998111387667,Dolly’s Pink Palace: Rooftop Deck,663528904,Wa,,District 20,36.14636,-86.85982,Entire home/apt,342.0,2,14,2025-09-22,2.55,4,325,14,2024041293,342.0,5.1,0.51,5232.6
1385077512555963564,1 Bedroom Suite Accessible in 12South,338667310,AvantStay Nashville,,District 17,36.1245004,-86.7891935,Entire home/apt,200.0,1,2,2025-08-10,0.79,229,332,2,620331379,200.0,1.58,0.158,948.0
1385077680059627015,12 South Boutique Stay w/ Rooftop | The Gilmore,338667310,AvantStay Nashville,,District 17,36.1245004,-86.7891935,Entire home/apt,194.0,1,4,2025-08-10,1.09,229,358,4,620331379,194.0,2.18,0.21800000000000003,1268.7600000000002
1385099827880649738,The peaceful escape in the gulch,497989839,Dionne,,District 19,36.150010896448265,-86.77650727809767,Entire home/apt,187.0,2,3,2025-07-20,0.66,1,165,3,,187.0,1.32,0.132,740.52
1385649058655990929,"10 Min to DT - Rooftop, Garage, W&D",307052796,LiVV,,District 2,36.19575412096684,-86.78079588303503,Entire home/apt,110.0,3,9,2025-09-20,1.53,11,357,9,,110.0,3.06,0.306,1009.8
1386130234183538733,Jefferson Haus - DTWN Nashville,165883168,Terah,,District 19,36.17139587621774,-86.79655066837623,Entire home/apt,455.0,3,16,2025-09-14,3.02,1,310,16,,455.0,6.04,0.604,8244.6
1386330304715627139,Ivory - Across from Parthenon - 5 Mins to Broadway,20772148,GoodNight,,District 21,36.14617,-86.81808,Entire home/apt,201.0,1,6,2025-09-01,1.25,134,330,6,,201.0,2.5,0.25,1507.5
1386921658008474940,"Blue Jean Baby| Walkable | Gym, Pool, + Sky Lounge",455063541,Claire,,District 19,36.14953072250381,-86.77662648260593,Entire home/apt,113.0,1,21,2025-09-21,5.48,7,321,21,,113.0,10.96,0.7,2373.0
1387090894200647850,Urban Luxury Loft - Cali King - 8 min to Broadway!,594242385,Nicole,,District 21,36.1471593096478,-86.81482501565085,Entire home/apt,89.0,1,40,2025-09-21,7.02,2,277,40,2022052395,89.0,14.04,0.7,1868.9999999999998
1387219485171252168,Urban King Loft - Cali King - 8 Min to Broadway!,594242385,Nicole,,District 21,36.14555,-86.8155,Entire home/apt,89.0,1,35,2025-09-20,6.44,2,277,35,2022066564,89.0,12.88,0.7,1868.9999999999998
1387364066730404560,Stunning designer home! Downtown Nashville views!,57889363,WanderLuxe,,District 21,36.164976,-86.81980399999999,Entire home/apt,313.0,2,4,2025-08-03,1.19,11,354,4,,313.0,2.38,0.238,2234.8199999999997
1387660764601545673,Nashville To the Nines,471733795,Sophia,,District 17,36.13439864162598,-86.77651858345486,Entire home/apt,393.0,2,4,2025-07-15,0.84,1,354,4,Permit #2025009271,393.0,1.68,0.168,1980.72
1387801116389533269,*HOT TUB*Sauna*Cold Plunge* Nashville Luxury Lodge,434111963,Nick,,District 19,36.16794637880658,-86.79455881413105,Entire home/apt,471.0,2,15,2025-09-14,2.73,1,334,15,,471.0,5.46,0.5459999999999999,7714.979999999999
1388494330936225305,Cozy & Stylish Loft | Midtown,678699867,Tomas L,,District 21,36.1527715,-86.8050088,Entire home/apt,191.0,1,17,2025-09-14,2.9,2,315,17,,191.0,5.8,0.58,3323.3999999999996
1389120765477410374,Charming Crieve Hall Cottage,468041157,Matthew,,District 26,36.06986147962153,-86.76056744283837,Entire home/apt,220.0,2,16,2025-09-11,2.84,1,142,16,,220.0,5.68,0.568,3748.7999999999997
1389122889514348293,"The Skyline Speakeasy! Roof Hot Tub, Glam Stations",41294064,Alyssa,,District 20,36.1638275,-86.8528884,Entire home/apt,372.0,1,11,2025-09-07,2.21,2,166,11,,372.0,4.42,0.442,4932.72
1389141802851486117,Pie Town Emporium- Walk to Broadway | Views+Pool,425884247,Nautical Properties,,District 19,36.1514884,-86.7781647,Entire home/apt,148.0,1,7,2025-09-08,1.72,42,348,7,,148.0,3.44,0.34400000000000003,1527.3600000000001
1389197413642511255,The Blue Bungalow,22238528,Ellen,,District 2,36.2001747,-86.8315057,Entire home/apt,203.0,30,6,2025-07-20,1.2,2,357,6,,203.0,2.4,0.23999999999999996,1461.5999999999997
1389335778608749333,Music City Château- Chic retreat close to it all!,20656492,Jessica,,District 5,36.192479994378,-86.75895885551354,Entire home/apt,187.0,2,11,2025-09-17,2.31,1,227,11,,187.0,4.62,0.46199999999999997,2591.8199999999997
1389415743447209812,"New Unit! Steps To Broadway! Pool, Wifi, Parking!",138328214,Randeen,,District 19,36.1548886,-86.77541389999999,Entire home/apt,149.0,2,1,2025-09-11,1.0,1,153,1,,149.0,2.0,0.2,894.0
1389819747712283657,Charming spacious chic home 6mi Vandy 7mi Belmont,141526912,Yana,,District 20,36.14701626943556,-86.88614087606747,Entire home/apt,164.0,14,0,,0.0,7,365,0,,164.0,0.0,0.0,0.0
1389869894712965377,"Midtown, Family Trip, Modern, 8 mins to Broadway!",661521777,David,,District 21,36.15859747378506,-86.80651414288945,Entire home/apt,190.0,1,9,2025-09-18,1.76,1,225,9,2023037668,190.0,3.52,0.35200000000000004,2006.4
1389942285689051976,Queens Landing,666530710,Brandy And Byron,,District 19,36.15426774537483,-86.77577310656119,Entire home/apt,143.0,2,17,2025-09-22,3.19,2,157,17,,143.0,6.38,0.638,2737.02
1389942869437521880,Nashville Welcome Inn,3026386,Mary Candice,,District 21,36.183004,-86.8085758,Entire home/apt,237.0,1,7,2025-09-15,1.94,1,323,7,,237.0,3.88,0.388,2758.6800000000003
1389961385260910021,"Bed & Barrel | Walking Distance to DT, Heated Pool",432149499,Melissa,,District 19,36.15171819653982,-86.77900139738111,Entire home/apt,478.0,2,6,2025-09-07,2.86,33,270,6,,478.0,5.72,0.572,8202.48
1390075630013416630,Cuddly Cactus - Heated Pool & Wraparound Balcony,432149499,Melissa,,District 19,36.15124,-86.77925,Entire home/apt,452.0,3,7,2025-09-19,2.41,33,306,7,,452.0,4.82,0.48200000000000004,6535.920000000001
1390273507807233504,Downtown Modern Home Centrally located,71879937,Aj,,District 2,36.19666289273737,-86.7809179571581,Entire home/apt,267.0,1,1,2025-06-15,0.29,10,363,1,,267.0,0.58,0.05799999999999999,464.5799999999999
1390593062765791355,Stunning 4 Bedroom/ 4.5 Bath Home w/Rooftop Deck!,675978401,Michael,,District 8,36.24736424466435,-86.73599514198266,Entire home/apt,242.0,2,14,2025-09-14,2.66,1,330,14,,242.0,5.32,0.532,3862.32
1390676973283476756,"3BR Charming Retreat with Pool, 5-Min to Broadway!",485303486,Bowen,,District 17,36.14450298831139,-86.7799466713701,Entire home/apt,320.0,3,23,2025-09-21,4.37,39,186,23,,320.0,8.74,0.7,6720.0
1390751776560939267,"Vibrant in The Nations w/ Garage, walk Restaurants",416033925,Amy,,District 20,36.1594414,-86.8553963,Entire home/apt,191.0,1,28,2025-09-15,5.12,90,313,28,,191.0,10.24,0.7,4010.9999999999995
1390761341741889849,Downtown Nashville Game Room Bar And 4K TV Retreat,2442207,Stephen,,District 17,36.1350915,-86.7765819,Entire home/apt,185.0,1,6,2025-07-15,1.2,46,4,6,,185.0,2.4,0.23999999999999996,1331.9999999999998
1390778810108858047,Peaceful + cozy wellness haven,15092193,Heather,,District 26,36.08370597429153,-86.70988171982165,Entire home/apt,95.0,30,0,,0.0,1,262,0,,95.0,0.0,0.0,0.0
1390891308672102171,NEW 4 Nt Discount w/ Rooftop ~ 10 Mins to Broadway,122182,LaNier,,District 2,36.2054805,-86.8108465,Entire home/apt,304.0,2,11,2025-09-07,1.93,2,52,11,,304.0,3.86,0.386,3520.32
1391354698549046890,Quiet Comfortable 1 Acre Home,316796541,Harley,,District 3,36.26512291610341,-86.76493424893182,Entire home/apt,166.0,3,3,2025-09-02,0.55,3,196,3,,166.0,1.1,0.11000000000000001,547.8000000000001
1391357770372216007,Luxe 2BR w/ Glam Station & Karaoke – Sleeps 8,79298514,Gregory,,District 19,36.1497062,-86.77690799999999,Entire home/apt,176.0,1,20,2025-09-02,3.59,2,244,20,,176.0,7.18,0.7,3695.9999999999995
1391361174237569422,Modern 2BR w/ 2 King Beds – Near Broadway,79298514,Gregory,,District 19,36.1497062,-86.77690799999999,Entire home/apt,176.0,1,16,2025-09-02,3.38,2,238,16,,176.0,6.76,0.676,3569.28
1391396880979441918,Creekside Retreat Near Nashville & Fontanel,407199764,Chādy Property Management,,District 1,36.28301,-86.83898,Entire home/apt,132.0,1,7,2025-09-06,1.27,39,358,7,,132.0,2.54,0.254,1005.84
1391573023632729279,Relax in Perfect East Nash Spot,12122804,Cass And Martin,,District 6,36.18119803930285,-86.7323269576721,Entire home/apt,87.0,1,32,2025-09-06,5.75,2,315,32,,87.0,11.5,0.7,1826.9999999999998
1392186309934702757,Modern 1BR Near Broadway & The Gulch | Sleeps 6,483847078,Dorein,,District 19,36.1497062,-86.77690799999999,Entire home/apt,115.0,1,10,2025-09-08,2.01,1,232,10,,115.0,4.02,0.40199999999999997,1386.8999999999999
1392768031406669493,"Skyline Nights Downtown Nash w/ Views, Pool, Gym",425884247,Nautical Properties,,District 19,36.1514884,-86.7781647,Entire home/apt,194.0,1,2,2025-07-25,0.37,42,334,2,,194.0,0.74,0.074,430.68
1393388630590986629,"Hotel Comfort on 1 Acre- 
Fully Fenced Backyard",316796541,Harley,,District 3,36.26507,-86.76459,Entire home/apt,147.0,1,29,2025-09-18,5.21,3,5,29,,147.0,10.42,0.7,3087.0
1393600371377143663,Pebble Creek Pool Retreat,333035767,Kimberly Catlin,,District 28,36.07318320867786,-86.65984008836061,Entire home/apt,268.0,3,8,2025-09-01,2.53,14,359,8,,268.0,5.06,0.506,4068.2400000000002
1393923847755588358,Girls Getaway-Insta Worthy-Rooftop-Broadway 10 Min,396058414,Brendan,,District 17,36.13926102066595,-86.78720093249107,Entire home/apt,271.0,2,0,,0.0,14,333,0,,271.0,0.0,0.0,0.0
1394014015301166830,CozySuites | Music Row Charming 2BR w/ parking 40,403137298,CozySuites Nashville,,District 19,36.1456597,-86.7950417,Entire home/apt,117.0,2,16,2025-09-17,3.33,61,313,16,,117.0,6.66,0.666,2337.6600000000003
1394237133004527393,Music City Studio - 5mi to DT,440360756,Chris,,District 1,36.22299363425719,-86.82326343251647,Entire home/apt,57.0,1,11,2025-09-08,2.41,56,356,11,,57.0,4.82,0.48200000000000004,824.22
1394432361595448401,The Stylish Nash Stay,688653249,Holly,,District 5,36.19917046042957,-86.74870355451719,Entire home/apt,489.0,30,1,2025-05-18,0.23,1,358,1,,489.0,0.46,0.046000000000000006,674.82
1394950959933446869,"Luxe Home Gated Parking, Balcony, 4mi to Downtown",416033925,Amy,,District 5,36.2024064,-86.7564273,Entire home/apt,164.0,1,14,2025-09-16,2.78,90,322,14,,164.0,5.56,0.5559999999999999,2735.5199999999995
1394951786647026144,East Nash Luxury Escape w/Rooftop Deck-Sleeps 12!,682817618,Michael,,District 8,36.24813,-86.73484,Entire home/apt,183.0,2,17,2025-09-03,3.25,1,333,17,,183.0,6.5,0.65,3568.5
1395641772026174719,Villa12 city views,288618851,Mohamed,,District 5,36.20171834278455,-86.76258893226854,Entire home/apt,229.0,31,1,2025-08-22,0.88,4,365,1,,229.0,1.76,0.17600000000000002,1209.1200000000001
1395647214852407856,"Grand Slam Getaway • Walk to Vandy, Bars & Eats",70801117,Harley,,District 21,36.1459163,-86.8132815,Entire home/apt,155.0,1,5,2025-09-14,1.15,61,354,5,,155.0,2.3,0.22999999999999998,1069.5
1395699032776004951,"Historic 12S Gem• Walk to Eats, Boutiques & Murals",70801117,Harley,,District 17,36.125405,-86.7865432,Entire home/apt,154.0,1,6,2025-09-05,1.31,61,333,6,,154.0,2.62,0.262,1210.44
1395797324168443340,ADA Suite at The Gilmore Hotel by AvantStay,338667310,AvantStay Nashville,,District 17,36.1244894,-86.7890377,Entire home/apt,196.0,1,2,2025-06-30,0.56,229,326,2,620331379,196.0,1.12,0.11200000000000002,658.5600000000001
1395850579030847774,Home near downtown with game room,389120573,La Toni,,District 21,36.176101393112766,-86.81190753887246,Entire home/apt,279.0,1,3,2025-09-07,2.81,1,345,3,,279.0,5.62,0.5619999999999999,4703.94
1395871479822526024,Calling Bachlorettes! Free Parking + 5 Min to DT,97538055,Ryan And Kara,,District 6,36.17653432973384,-86.75435380542055,Entire home/apt,134.0,1,5,2025-08-30,1.04,2,349,5,,134.0,2.08,0.20800000000000002,836.1600000000001
1396015455037852315,The Local Staytion,58270032,Guy,,District 21,36.17795327884599,-86.80728047927776,Entire home/apt,133.0,2,12,2025-08-24,2.86,1,284,12,,133.0,5.72,0.572,2282.2799999999997
1396465725585475337,"Music City Retreat, 2BR Historic Home - Walk to DT",115505661,Christopher Joseph,,District 19,36.1645245,-86.7805265,Entire home/apt,225.0,2,19,2025-09-22,3.83,116,307,19,,225.0,7.66,0.7,4725.0
1396471683283402887,1.5 Miles to DT | Speakeasy | Poker | City Views,689254134,Allison,,District 19,36.17235,-86.79572,Entire home/apt,267.0,2,0,,0.0,3,352,0,,267.0,0.0,0.0,0.0
1396498714016620530,Walk to Broadway! Stylish 2BR in Historic Home!,115505661,Christopher Joseph,,District 19,36.1645245,-86.7805265,Entire home/apt,204.0,2,6,2025-09-19,1.2,116,322,6,,204.0,2.4,0.23999999999999996,1468.7999999999997
1396517062656228160,Historic 2 BR Condo – Steps from Broadway!,115505661,Christopher Joseph,,District 19,36.1645245,-86.7805265,Entire home/apt,196.0,2,13,2025-09-14,2.85,116,329,13,,196.0,5.7,0.5700000000000001,3351.6000000000004
1397274481902181470,"Kay's Retreat - Brand New, Walk to Restaurants",1542713,Brandon,,District 5,36.18393349999999,-86.7547776,Entire home/apt,120.0,2,15,2025-09-07,2.98,65,352,15,,120.0,5.96,0.596,2145.6
1397274889667392019,Kays Nook - Thoughtfully Curated Boutique Retreat,1542713,Brandon,,District 5,36.18393349999999,-86.7547776,Entire home/apt,121.0,2,12,2025-09-01,2.42,65,354,12,,121.0,4.84,0.484,1756.9199999999998
1397276060757124341,"Kay's Perch - Brand New, Stylish Design",1542713,Brandon,,District 5,36.18393349999999,-86.7547776,Entire home/apt,145.0,2,13,2025-09-15,2.45,65,351,13,,145.0,4.9,0.49000000000000005,2131.5
1397276393328667420,"Kays Nest - New, Walk to Shops & Restaurants",1542713,Brandon,,District 5,36.18393349999999,-86.7547776,Entire home/apt,109.0,2,11,2025-09-16,2.41,65,349,11,,109.0,4.82,0.48200000000000004,1576.14
1397410811058756240,Guest apt/ close to airport,4524159,Lu,,District 30,36.07703531724268,-86.70363713666912,Entire home/apt,97.0,30,2,2025-08-24,0.44,1,210,2,,97.0,0.88,0.08800000000000001,256.08000000000004
1397772625125768196,"2 Huge Homes • 38 Beds • Game Room, Huge Hot Tubs",115505661,Christopher Joseph,,District 17,36.1284999,-86.7529285,Entire home/apt,460.0,2,6,2025-09-05,1.32,116,298,6,,460.0,2.64,0.264,3643.2000000000003
1398158084732327825,3-story Townhome GREAT location,228431544,Alexis,,District 5,36.2069647964049,-86.76641237672806,Entire home/apt,254.0,2,3,2025-08-31,0.88,1,365,3,,254.0,1.76,0.17600000000000002,1341.1200000000001
1398844538369990273,Walk 2 Broadway|5BR DT Loft + Rooftop - Sleeps 16!,115505661,Christopher Joseph,,District 19,36.1645245,-86.7805265,Entire home/apt,446.0,2,21,2025-09-18,4.17,116,213,21,,446.0,8.34,0.7,9366.0
1398861329818083602,4BR DT Loft w/ Rooftop | Walk to Broadway! 10 Beds,115505661,Christopher Joseph,,District 19,36.1645245,-86.7805265,Entire home/apt,377.0,2,15,2025-09-19,2.98,116,233,15,,377.0,5.96,0.596,6740.759999999999
1399215055368525133,LetsRodeo Luxe|Walk to Broadway+Parking+Pool&Gym,487319427,Thomas Oluwaseyi,,District 19,36.1538425,-86.77526189999999,Entire home/apt,150.0,1,28,2025-09-15,5.56,1,253,28,T2022050130,150.0,11.12,0.7,3150.0
1399246190104138222,*Brand new construction* The Casita,78349830,Maria,,District 6,36.191408863825096,-86.73653516918421,Entire home/apt,134.0,2,7,2025-09-21,2.23,1,314,7,2025030454,134.0,4.46,0.44599999999999995,1792.9199999999998
1399303325465931793,Skyline Views from Penthouse–Walkable to Broadway,428139585,Christina,,District 19,36.15133,-86.77798,Entire home/apt,422.0,2,16,2025-08-17,3.16,1,221,16,Permit #: 2025028021,422.0,6.32,0.632,8001.12
1399312557545243507,8 Min to Broadway-Family Friendly-BBQ Grill-Patio,396058414,Brendan,,District 17,36.1355335,-86.781359,Entire home/apt,219.0,2,12,2025-09-16,2.38,14,338,12,,219.0,4.76,0.476,3127.3199999999997
1399418378652606712,NEW 4BR| Rooftop • Firepit • Grill | 1.6mi 2 Broa,410568638,Eric,,District 17,36.13833272852927,-86.7775757227539,Entire home/apt,191.0,1,6,2025-09-14,1.24,13,347,6,2025030353,191.0,2.48,0.24799999999999997,1421.0399999999997
1399520155364480173,Private | Walkable | Renovated | Onsite Parking,690066212,Kristina Michelle,,District 17,36.13825901546559,-86.79722708518543,Entire home/apt,195.0,1,12,2025-09-22,2.5,1,317,12,,195.0,5.0,0.5,2925.0
1399947635295334331,Upscale Townhome 3 mi to Downtown w/ 2 Car Garage,416033925,Amy,,District 2,36.1861329,-86.81500199999999,Entire home/apt,200.0,1,12,2025-08-31,2.5,90,315,12,2019061707,200.0,5.0,0.5,3000.0
1400118955408495300,City View 1BR Near Broadway & The Gulch | Sleeps 6,564823987,Chelsea,,District 19,36.1497062,-86.77690799999999,Entire home/apt,102.0,1,16,2025-09-03,3.12,1,252,16,,102.0,6.24,0.624,1909.44
1400139452425102249,Vibrant 1BR Near Broadway & The Gulch | Sleeps 6,502668971,Jason,,District 19,36.1497062,-86.77690799999999,Entire home/apt,113.0,1,14,2025-08-24,3.0,1,247,14,,113.0,6.0,0.6,2034.0
1400231996734818169,Stunning 4 Bedroom/ 4.5 Bath Home w/Rooftop Deck!,675979365,Michael,,District 8,36.247044171494906,-86.73424925143155,Entire home/apt,185.0,2,16,2025-09-15,3.2,1,349,16,,185.0,6.4,0.6400000000000001,3552.000000000001
1400252238266894490,Stunning 4 Bedroom/ 4.5 Bath Home w/Rooftop Deck!,675980276,Michael,,District 8,36.247808216629565,-86.73458223924477,Entire home/apt,136.0,2,11,2025-09-15,2.43,1,352,11,,136.0,4.86,0.48600000000000004,1982.88
1400304888508460417,Stunning 4 Bedroom/ 4.5 Bath Home w/Rooftop Deck!,675980886,Michael,,District 8,36.24690472918637,-86.73611235311104,Entire home/apt,160.0,2,18,2025-09-15,3.6,1,342,18,,160.0,7.2,0.7,3360.0
1400705817367621522,Riverside Retreat Near 5 Points,78356744,Adam,,District 6,36.1793967,-86.72633739999999,Entire home/apt,84.0,2,5,2025-09-07,1.56,9,352,5,,84.0,3.12,0.312,786.24
1400708455019585107,Stunning 4 Bedroom/ 4.5 Bath Home w/Rooftop Deck!,682822966,Michael,,District 8,36.24821991776225,-86.73618102373246,Entire home/apt,223.0,2,14,2025-09-15,2.92,1,344,14,,223.0,5.84,0.584,3906.9599999999996
1400716460128647588,Modern Bliss - 2 mi Broadway w/ Garage by 12 South,416033925,Amy,,District 17,36.1321522,-86.78102439999999,Entire home/apt,393.0,1,17,2025-09-03,3.54,90,307,17,2019061693,393.0,7.08,0.7,8253.0
1400819758293791893,Naughty in Nashville,690399342,Marian,,District 17,36.13556,-86.75769,Entire home/apt,136.0,1,19,2025-09-14,4.63,1,341,19,,136.0,9.26,0.7,2856.0
1401033269552383315,New 3 Story Home Near Broadway,682824577,Michael,,District 8,36.24806313256079,-86.73545051987982,Entire home/apt,134.0,2,9,2025-08-31,2.23,1,289,9,,134.0,4.46,0.44599999999999995,1792.9199999999998
1401070518860530720,Stunning 4 Bedroom/ 4.5 Bath Home w/Rooftop Deck!,682836448,Michael,,District 8,36.24650832041381,-86.73579925339918,Entire home/apt,162.0,2,12,2025-09-15,2.79,1,351,12,,162.0,5.58,0.558,2711.88
1401160159326045559,High-Rise Gulch Studio On Broadway. Free Parking!,492903135,Andrew,,District 19,36.15598613961182,-86.78777116841924,Entire home/apt,240.0,30,1,2025-08-15,0.73,8,297,1,,240.0,1.46,0.146,1051.2
1401553968433790417,Stunning 4 Bedroom/ 4.5 Bath Home w/Rooftop Deck!,682837165,Michael,,District 8,36.24666817923684,-86.73487118222029,Entire home/apt,177.0,2,14,2025-09-15,3.26,1,352,14,,177.0,6.52,0.6519999999999999,3462.1199999999994
